,FPI All / 1045,FPI ж / 696,FPI м / 343,FPI н / 6,FPI повествование / 553,FPI описание / 325,FPI официальный / 167,BIG5 All / 536,BIG5 ж / 338,BIG5 м / 198,BIG5 описание / 261,BIG5 повествование / 203,BIG5 рассуждение / 72
свет_PROPN,4,3,1,0,4,0,0,2,2,0,0,2,0
видео_NOUN,4,3,1,0,2,1,1,0,0,0,0,0,0
темнота_NOUN,4,4,0,0,2,2,0,0,0,0,0,0,0
романтика_NOUN,4,3,1,0,4,0,0,1,1,0,0,0,1
велосипед_NOUN,4,1,3,0,4,0,0,4,1,3,0,4,0
активист_NOUN,4,2,2,0,4,0,0,0,0,0,0,0,0
темп_NOUN,4,3,1,0,3,1,0,2,1,1,0,2,0
окончательно_ADV,4,4,0,0,2,2,0,3,3,0,1,1,1
толпа_NOUN,4,2,2,0,3,1,0,1,1,0,0,1,0
тосковать_VERB,4,4,0,0,1,3,0,0,0,0,0,0,0
извини_PROPN,4,3,1,0,4,0,0,1,1,0,0,1,0
негатив_NOUN,4,3,1,0,0,4,0,2,2,0,2,0,0
доброжелательный_ADJ,4,2,2,0,2,0,2,7,7,0,5,2,0
виза_NOUN,4,3,1,0,4,0,0,1,1,0,0,0,1
понадобиться_VERB,4,2,2,0,3,0,1,1,1,0,1,0,0
дальний_ADJ,4,3,1,0,0,2,2,3,3,0,1,1,1
линейка_NOUN,4,2,2,0,4,0,0,0,0,0,0,0,0
активно_ADV,4,2,2,0,3,0,1,1,1,0,0,1,0
толком_ADV,4,4,0,0,3,1,0,1,1,0,0,1,0
плюс_ADV,4,2,2,0,2,1,1,1,0,1,0,1,0
дельфинарий_NOUN,4,3,1,0,4,0,0,1,1,0,0,1,0
каменщик_NOUN,4,0,4,0,2,0,2,0,0,0,0,0,0
однокурсник_NOUN,4,4,0,0,4,0,0,0,0,0,0,0,0
сморщенный_ADJ,4,4,0,0,0,4,0,0,0,0,0,0,0
описание_NOUN,4,4,0,0,0,3,1,2,1,1,1,1,0
т_PART,4,3,1,0,3,0,1,0,0,0,0,0,0
рыба_NOUN,4,1,3,0,4,0,0,0,0,0,0,0,0
добросовестность_NOUN,4,3,1,0,0,0,4,0,0,0,0,0,0
наткнуться_VERB,4,2,2,0,1,1,2,1,1,0,0,1,0
усталый_ADJ,4,4,0,0,0,4,0,1,0,1,1,0,0
лавочка_NOUN,4,4,0,0,4,0,0,0,0,0,0,0,0
власть_NOUN,4,2,2,0,2,1,1,1,1,0,1,0,0
аккуратный_ADJ,4,3,1,0,0,0,4,1,1,0,1,0,0
усталость_NOUN,4,3,1,0,1,3,0,7,3,4,3,4,0
готовность_NOUN,4,3,1,0,0,3,1,1,1,0,1,0,0
течь_VERB,4,2,2,0,2,1,1,0,0,0,0,0,0
самыми_ADJ,4,3,1,0,0,2,2,0,0,0,0,0,0
успокаивать_VERB,4,3,1,0,3,1,0,5,1,4,3,2,0
внушать_VERB,4,3,1,0,0,4,0,0,0,0,0,0,0
внимательный_ADJ,4,3,1,0,2,1,1,0,0,0,0,0,0
противостоять_VERB,4,4,0,0,1,3,0,0,0,0,0,0,0
подготовить_VERB,3,3,0,0,2,1,0,4,3,1,1,3,0
а._PROPN,3,2,1,0,3,0,0,0,0,0,0,0,0
справедливость_NOUN,3,2,1,0,0,1,2,0,0,0,0,0,0
седина_NOUN,3,3,0,0,0,3,0,0,0,0,0,0,0
михаил_PROPN,3,1,2,0,3,0,0,1,1,0,1,0,0
капюшон_NOUN,3,1,2,0,0,3,0,1,0,1,1,0,0
записать_VERB,3,2,1,0,3,0,0,1,0,1,0,1,0
снеговик_NOUN,3,3,0,0,3,0,0,1,1,0,0,1,0
справа_ADV,3,2,1,0,1,2,0,13,4,9,13,0,0
искупаться_VERB,3,3,0,0,3,0,0,1,1,0,1,0,0
потрясающий_ADJ,3,2,1,0,3,0,0,0,0,0,0,0,0
поближе_ADV,3,2,1,0,3,0,0,0,0,0,0,0,0
спишемся_VERB,3,3,0,0,3,0,0,2,1,1,0,2,0
баня_NOUN,3,1,2,0,3,0,0,3,1,2,0,1,2
банк_NOUN,3,3,0,0,3,0,0,17,8,9,0,3,14
банька_NOUN,3,1,2,0,3,0,0,0,0,0,0,0,0
сплошной_ADJ,3,3,0,0,1,2,0,2,1,1,1,1,0
ложиться_VERB,3,2,1,0,2,1,0,0,0,0,0,0,0
спортзал_NOUN,3,0,3,0,3,0,0,3,2,1,0,3,0
спор_NOUN,3,1,2,0,1,0,2,1,1,0,1,0,0
снежок_NOUN,3,3,0,0,3,0,0,1,1,0,0,1,0
мишаня_PROPN,3,0,3,0,3,0,0,0,0,0,0,0,0
краснодар_PROPN,3,2,1,0,3,0,0,1,0,1,0,1,0
испанский_ADJ,3,3,0,0,0,0,3,0,0,0,0,0,0
явный_ADJ,3,2,1,0,0,3,0,4,1,3,3,1,0
конверт_NOUN,3,1,2,0,3,0,0,0,0,0,0,0,0
лом_NOUN,3,2,1,0,2,0,1,0,0,0,0,0,0
потрясающая_ADJ,3,2,1,0,3,0,0,0,0,0,0,0,0
ломать_VERB,3,3,0,0,3,0,0,0,0,0,0,0,0
северный_ADJ,3,2,1,0,3,0,0,1,1,0,1,0,0
слух_NOUN,3,1,2,0,3,0,0,0,0,0,0,0,0
пейзаж_NOUN,3,2,1,0,2,1,0,5,3,2,4,1,0
салют_NOUN,3,0,3,0,3,0,0,1,0,1,0,1,0
служиться_VERB,3,3,0,0,3,0,0,0,0,0,0,0,0
поздний_ADJ,3,1,2,0,2,0,1,4,3,1,2,2,0
побить_VERB,3,1,2,0,3,0,0,0,0,0,0,0,0
покончить_VERB,3,2,1,0,1,2,0,1,0,1,1,0,0
лера_PROPN,3,3,0,0,3,0,0,1,0,1,0,1,0
пашка_NOUN,3,3,0,0,3,0,0,0,0,0,0,0,0
шикарно_ADV,3,2,1,0,3,0,0,2,0,2,0,2,0
исполнительность_NOUN,3,3,0,0,0,0,3,0,0,0,0,0,0
xd_ADJ,3,2,1,0,3,0,0,1,1,0,1,0,0
явиться_VERB,3,3,0,0,1,2,0,0,0,0,0,0,0
6.09.2012_NUM,3,1,2,0,0,0,3,0,0,0,0,0,0
спутник_NOUN,3,3,0,0,2,1,0,1,1,0,0,1,0
потрясти_VERB,3,2,1,0,3,0,0,0,0,0,0,0,0
лимон_NOUN,3,3,0,0,3,0,0,0,0,0,0,0,0
самочувствие_NOUN,3,2,1,0,3,0,0,2,2,0,0,2,0
повысить_VERB,3,3,0,0,2,0,1,2,0,2,0,2,0
-_INTJ,3,3,0,0,3,0,0,3,3,0,0,2,1
коробка_NOUN,3,1,2,0,2,0,1,2,1,1,0,2,0
кабинет_NOUN,3,2,1,0,3,0,0,1,1,0,1,0,0
рассуждать_VERB,3,0,3,0,1,2,0,2,1,1,2,0,0
зайка_NOUN,3,3,0,0,3,0,0,0,0,0,0,0,0
памятный_ADJ,3,3,0,0,1,2,0,0,0,0,0,0,0
щас_PROPN,3,2,1,0,3,0,0,0,0,0,0,0,0
японский_ADJ,3,2,1,0,2,0,1,0,0,0,0,0,0
самосовершенствование_NOUN,3,3,0,0,2,0,1,0,0,0,0,0,0
"1,5_NUM",3,2,1,0,3,0,0,0,0,0,0,0,0
безопасность_NOUN,3,3,0,0,3,0,0,2,1,1,0,1,1
самому_ADJ,3,3,0,0,1,2,0,6,2,4,2,4,0
....._PUNCT,3,2,1,0,3,0,0,0,0,0,0,0,0
камень_NOUN,3,2,1,0,3,0,0,3,2,1,2,0,1
photoshop_PROPN,3,1,2,0,0,0,3,0,0,0,0,0,0
смотреться_VERB,3,3,0,0,2,0,1,2,2,0,1,1,0
лета_NOUN,3,3,0,0,1,0,2,0,0,0,0,0,0
срочно_ADV,3,2,1,0,2,1,0,1,1,0,0,1,0
слушаться_VERB,3,2,1,0,2,1,0,1,1,0,1,0,0
самолёт_NOUN,3,2,1,0,3,0,0,3,0,3,0,2,1
ясно_ADV,3,1,2,0,0,3,0,1,1,0,0,1,0
расстраиваться_VERB,3,3,0,0,3,0,0,4,2,2,1,3,0
морально_ADV,3,2,1,0,3,0,0,1,1,0,0,1,0
зажигать_VERB,3,2,1,0,3,0,0,0,0,0,0,0,0
шуба_NOUN,3,2,1,0,3,0,0,1,1,0,0,0,1
беседовать_VERB,3,1,2,0,1,1,1,0,0,0,0,0,0
понемногу_ADV,3,2,1,0,3,0,0,0,0,0,0,0,0
сметчик_NOUN,3,3,0,0,1,0,2,0,0,0,0,0,0
штат_NOUN,3,2,1,0,2,0,1,0,0,0,0,0,0
лидер_NOUN,3,0,3,0,1,0,2,3,1,2,1,2,0
расставить_VERB,3,1,2,0,3,0,0,0,0,0,0,0,0
лешей_PROPN,3,3,0,0,3,0,0,0,0,0,0,0,0
почка_NOUN,3,1,2,0,2,1,0,2,2,0,0,2,0
корпоратив_NOUN,3,2,1,0,2,0,1,0,0,0,0,0,0
задумчив_VERB,3,2,1,0,0,3,0,1,1,0,1,0,0
котик_NOUN,3,3,0,0,2,1,0,0,0,0,0,0,0
коротко_ADV,3,3,0,0,1,1,1,2,1,1,0,2,0
сергеевич_PROPN,3,3,0,0,0,0,3,0,0,0,0,0,0
каково_ADJ,3,1,2,0,1,2,0,1,1,0,1,0,0
мороженое_NOUN,3,2,1,0,3,0,0,0,0,0,0,0,0
кадр_NOUN,3,2,1,0,1,0,2,3,2,1,2,1,0
палка_NOUN,3,1,1,1,2,1,0,0,0,0,0,0,0
расстраивать_VERB,3,3,0,0,2,1,0,2,1,1,0,2,0
погубить_VERB,3,3,0,0,0,3,0,1,1,0,1,0,0
моральный_ADJ,3,2,1,0,2,0,1,0,0,0,0,0,0
канал_NOUN,3,2,1,0,1,1,1,0,0,0,0,0,0
закон_NOUN,3,1,2,0,2,1,0,0,0,0,0,0,0
расчитываю_VERB,3,1,2,0,2,0,1,0,0,0,0,0,0
поподробнее_ADV,3,2,1,0,2,0,1,1,1,0,0,1,0
поведать_VERB,3,1,2,0,3,0,0,1,1,0,0,1,0
модель_NOUN,3,2,1,0,2,0,1,1,1,0,0,1,0
испугаться_VERB,3,3,0,0,0,3,0,3,2,1,3,0,0
конфликтовать_VERB,3,3,0,0,0,3,0,0,0,0,0,0,0
испугать_VERB,3,2,0,1,1,2,0,1,1,0,1,0,0
могила_NOUN,3,3,0,0,0,3,0,0,0,0,0,0,0
красавец_NOUN,3,3,0,0,0,3,0,1,1,0,0,1,0
заместитель_NOUN,3,2,1,0,1,0,2,0,0,0,0,0,0
конфета_NOUN,3,2,1,0,3,0,0,1,1,0,0,1,0
побыстрей_NOUN,3,2,1,0,3,0,0,1,1,0,0,1,0
попозже_ADV,3,2,1,0,3,0,0,0,0,0,0,0,0
средство_NOUN,3,2,1,0,0,1,2,7,3,4,1,2,4
контрольный_ADJ,3,1,2,0,2,0,1,3,3,0,0,3,0
потусим_VERB,3,1,2,0,3,0,0,0,0,0,0,0,0
лишний_ADJ,3,1,2,0,1,0,2,4,2,2,2,2,0
мною_PRON,3,1,2,0,1,0,2,1,1,0,0,1,0
барселона_PROPN,3,1,2,0,3,0,0,0,0,0,0,0,0
многочисленный_ADJ,3,2,1,0,0,3,0,1,1,0,0,1,0
седьмой_ADJ,3,3,0,0,3,0,0,1,0,1,1,0,0
многому_NOUN,3,2,1,0,3,0,0,0,0,0,0,0,0
пахнуть_VERB,3,2,1,0,3,0,0,4,3,1,1,3,0
замуж_NOUN,3,3,0,0,3,0,0,2,2,0,0,2,0
11_NUM,3,2,1,0,2,0,1,6,1,5,0,6,0
щёчка_NOUN,3,3,0,0,3,0,0,0,0,0,0,0,0
партия_NOUN,3,0,3,0,0,1,2,1,0,1,0,1,0
парта_NOUN,3,3,0,0,3,0,0,2,1,1,0,2,0
похорошеть_VERB,3,3,0,0,3,0,0,0,0,0,0,0,0
законченное_ADJ,3,1,2,0,1,0,2,0,0,0,0,0,0
повести_VERB,3,3,0,0,2,0,1,1,1,0,1,0,0
пол_NUM,3,1,2,0,3,0,0,0,0,0,0,0,0
молодая_NOUN,3,2,1,0,0,3,0,0,0,0,0,0,0
шоколадка_NOUN,3,2,1,0,2,0,1,0,0,0,0,0,0
исход_NOUN,3,2,1,0,0,3,0,2,2,0,2,0,0
повесить_VERB,3,0,3,0,1,1,1,0,0,0,0,0,0
сравниться_VERB,3,3,0,0,2,1,0,0,0,0,0,0,0
кофе_NOUN,3,3,0,0,2,0,1,0,0,0,0,0,0
растить_VERB,3,3,0,0,0,2,1,1,1,0,1,0,0
истинный_ADJ,3,2,1,0,0,2,1,0,0,0,0,0,0
лицей_NOUN,3,3,0,0,3,0,0,0,0,0,0,0,0
пофантазировать_VERB,3,1,2,0,1,2,0,1,1,0,1,0,0
поучиться_VERB,3,2,1,0,3,0,0,1,0,1,0,1,0
помять_VERB,3,2,1,0,3,0,0,0,0,0,0,0,0
парочка_NOUN,3,3,0,0,2,1,0,1,0,1,1,0,0
сериал_NOUN,3,2,1,0,2,1,0,0,0,0,0,0,0
моему_PRON,3,3,0,0,1,1,1,1,1,0,0,1,0
секс_NOUN,3,1,2,0,1,2,0,0,0,0,0,0,0
победитель_NOUN,3,0,3,0,0,1,2,1,0,1,0,1,0
иркой_PROPN,3,2,1,0,3,0,0,0,0,0,0,0,0
мешок_NOUN,3,3,0,0,2,1,0,1,0,1,1,0,0
иришка_PROPN,3,3,0,0,3,0,0,0,0,0,0,0,0
российский_ADJ,3,2,1,0,2,0,1,0,0,0,0,0,0
подольше_ADV,3,2,1,0,1,1,1,1,1,0,1,0,0
порода_NOUN,3,2,1,0,3,0,0,0,0,0,0,0,0
аквапарк_NOUN,3,2,1,0,3,0,0,2,2,0,0,2,0
подтверждать_VERB,3,1,2,0,0,1,2,0,0,0,0,0,0
квалифицированный_ADJ,3,1,2,0,0,0,3,0,0,0,0,0,0
черчение_NOUN,3,2,0,1,3,0,0,0,0,0,0,0,0
ключ_NOUN,3,2,1,0,2,0,1,2,2,0,1,1,0
аккуратно_ADV,3,3,0,0,1,1,1,0,0,0,0,0,0
сопротивляться_VERB,3,1,2,0,0,3,0,2,2,0,2,0,0
ладненько_ADV,3,3,0,0,3,0,0,0,0,0,0,0,0
андрюшей_PROPN,3,2,1,0,3,0,0,0,0,0,0,0,0
материальный_ADJ,3,2,1,0,2,0,1,1,0,1,0,0,1
33_NUM,3,2,1,0,2,0,1,0,0,0,0,0,0
своеобразный_ADJ,3,2,1,0,1,1,1,2,1,1,1,1,0
полотно_NOUN,3,3,0,0,0,3,0,0,0,0,0,0,0
кукла_NOUN,3,2,1,0,1,2,0,0,0,0,0,0,0
создавать_VERB,3,3,0,0,0,2,1,5,4,1,4,1,0
полтора_NUM,3,3,0,0,3,0,0,2,1,1,1,1,0
активность_NOUN,3,2,1,0,2,0,1,0,0,0,0,0,0
лад_NOUN,3,2,1,0,2,1,0,0,0,0,0,0,0
соответственно_ADV,3,0,3,0,1,0,2,4,2,2,3,1,0
свобода_NOUN,3,3,0,0,2,1,0,4,2,2,2,1,1
массовый_ADJ,3,2,1,0,1,0,2,0,0,0,0,0,0
ровный_ADJ,3,2,1,0,0,2,1,0,0,0,0,0,0
максимум_NOUN,3,2,1,0,2,1,0,0,0,0,0,0,0
подтолкнуть_VERB,3,2,1,0,0,2,1,1,1,0,0,1,0
плавание_NOUN,3,1,2,0,2,0,1,2,1,1,2,0,0
черно_ADJ,3,2,1,0,0,3,0,4,3,1,4,0,0
медаль_NOUN,3,1,2,0,0,0,3,0,0,0,0,0,0
свалить_VERB,3,1,2,0,3,0,0,1,0,1,1,0,0
кое_NOUN,3,3,0,0,2,1,0,1,1,0,0,0,1
соглашаться_VERB,3,2,0,1,2,0,1,3,3,0,1,2,0
3-й_ADJ,3,2,1,0,3,0,0,0,0,0,0,0,0
макдональдс_PROPN,3,1,2,0,1,1,1,0,0,0,0,0,0
анька_PROPN,3,3,0,0,3,0,0,0,0,0,0,0,0
содержать_VERB,3,1,2,0,2,0,1,3,3,0,2,0,1
мгновение_NOUN,3,2,1,0,2,1,0,3,1,2,1,2,0
переходить_VERB,3,2,1,0,3,0,0,0,0,0,0,0,0
ладонь_NOUN,3,0,3,0,0,3,0,2,0,2,1,1,0
перечислить_VERB,3,1,2,0,1,0,2,1,0,1,0,0,1
электронный_ADJ,3,2,1,0,2,0,1,1,0,1,0,1,0
машка_NOUN,3,1,2,0,3,0,0,0,0,0,0,0,0
соседство_NOUN,3,2,1,0,1,2,0,0,0,0,0,0,0
машинка_NOUN,3,2,1,0,3,0,0,2,0,2,0,2,0
периодически_ADV,3,1,2,0,3,0,0,1,1,0,0,1,0
книжка_NOUN,3,3,0,0,3,0,0,5,4,1,5,0,0
последующий_ADJ,3,2,1,0,3,0,0,0,0,0,0,0,0
зелёный_ADJ,3,2,1,0,3,0,0,2,2,0,1,1,0
персона_NOUN,3,2,1,0,0,0,3,1,0,1,1,0,0
изнутри_ADV,3,1,2,0,1,1,1,1,1,0,1,0,0
земля_PROPN,3,2,1,0,2,1,0,0,0,0,0,0,0
мачеха_NOUN,3,3,0,0,0,3,0,1,1,0,1,0,0
четвёрка_NOUN,3,2,1,0,2,0,1,1,1,0,0,1,0
знакомого_NOUN,3,2,1,0,2,1,0,0,0,0,0,0,0
масло_NOUN,3,1,2,0,2,1,0,0,0,0,0,0,0
энергичный_ADJ,3,3,0,0,0,3,0,0,0,0,0,0,0
скромный_ADJ,3,2,1,0,1,1,1,3,1,2,3,0,0
пирожок_NOUN,3,0,3,0,2,0,1,2,1,1,2,0,0
пешком_ADV,3,1,2,0,3,0,0,0,0,0,0,0,0
кирилл_PROPN,3,2,1,0,2,0,1,2,1,1,0,2,0
ролл_NOUN,3,2,1,0,3,0,0,1,1,0,0,1,0
чистота_NOUN,3,3,0,0,1,2,0,0,0,0,0,0,0
алексеевич_PROPN,3,1,2,0,1,0,2,0,0,0,0,0,0
зуб_NOUN,3,2,1,0,3,0,0,1,1,0,0,1,0
алкогольный_ADJ,3,1,2,0,1,0,2,0,0,0,0,0,0
подробный_ADJ,3,2,1,0,3,0,0,2,2,0,0,2,0
светуль_PROPN,3,3,0,0,3,0,0,0,0,0,0,0,0
игрушка_NOUN,3,3,0,0,3,0,0,0,0,0,0,0,0
кг_NOUN,3,1,2,0,3,0,0,0,0,0,0,0,0
светлана_PROPN,3,2,1,0,2,0,1,2,2,0,2,0,0
рождение_PROPN,3,3,0,0,3,0,0,1,1,0,0,1,0
солнечный_ADJ,3,2,1,0,3,0,0,5,4,1,2,3,0
рок_NOUN,3,1,2,0,2,0,1,1,1,0,0,1,0
пользователь_NOUN,3,0,3,0,0,0,3,0,0,0,0,0,0
килограмм_NOUN,3,2,1,0,3,0,0,2,0,2,0,1,1
километр_NOUN,3,2,1,0,2,1,0,1,0,1,0,1,0
мамочка_NOUN,3,3,0,0,2,1,0,1,1,0,0,1,0
кину_PROPN,3,2,1,0,3,0,0,0,0,0,0,0,0
кинотеатр_NOUN,3,1,2,0,3,0,0,3,2,1,0,3,0
кусаться_VERB,3,3,0,0,3,0,0,0,0,0,0,0,0
посещаю_VERB,3,1,2,0,3,0,0,0,0,0,0,0,0
свести_VERB,3,2,1,0,2,1,0,0,0,0,0,0,0
киса_NOUN,3,2,1,0,3,0,0,0,0,0,0,0,0
45_NUM,3,1,2,0,3,0,0,0,0,0,0,0,0
анатолиевич_PROPN,3,2,1,0,0,0,3,0,0,0,0,0,0
классика_NOUN,3,2,1,0,2,0,1,1,1,0,0,1,0
анализировать_VERB,3,3,0,0,1,2,0,0,0,0,0,0,0
70_NUM,3,2,1,0,0,3,0,2,1,1,2,0,0
подсказать_VERB,3,3,0,0,0,3,0,1,1,0,1,0,0
культурный_ADJ,3,2,1,0,2,1,0,1,0,1,0,1,0
четырнадцать_NUM,3,2,1,0,3,0,0,0,0,0,0,0,0
знаменитый_ADJ,3,2,1,0,2,0,1,0,0,0,0,0,0
свидетельница_NOUN,3,3,0,0,3,0,0,0,0,0,0,0,0
американский_ADJ,3,2,1,0,2,1,0,1,0,1,1,0,0
американец_NOUN,3,2,1,0,3,0,0,0,0,0,0,0,0
подружками_NOUN,3,3,0,0,3,0,0,1,1,0,0,1,0
письмецо_NOUN,3,2,1,0,3,0,0,0,0,0,0,0,0
куратор_NOUN,3,3,0,0,3,0,0,0,0,0,0,0,0
значит_ADV,3,3,0,0,1,2,0,1,1,0,0,0,1
значительно_ADV,3,1,2,0,2,1,0,1,1,0,0,1,0
сообразительный_ADJ,3,3,0,0,1,0,2,0,0,0,0,0,0
курение_NOUN,3,1,2,0,1,0,2,0,0,0,0,0,0
избегать_VERB,3,3,0,0,0,3,0,1,0,1,1,0,0
чехия_PROPN,3,3,0,0,3,0,0,0,0,0,0,0,0
скорбеть_VERB,3,3,0,0,1,2,0,1,1,0,1,0,0
скорбь_NOUN,3,2,1,0,0,3,0,2,0,2,2,0,0
алёна_PROPN,3,3,0,0,2,0,1,2,2,0,0,2,0
подобно_ADP,3,3,0,0,1,2,0,0,0,0,0,0,0
кое_PRON,3,1,2,0,3,0,0,0,0,0,0,0,0
списываться_VERB,3,2,1,0,3,0,0,0,0,0,0,0,0
сталкиваться_VERB,3,1,2,0,1,1,1,1,0,1,1,0,0
посчитать_VERB,3,1,2,0,3,0,0,1,1,0,0,1,0
инструмент_NOUN,3,2,1,0,1,1,1,0,0,0,0,0,0
словно_ADV,3,3,0,0,2,1,0,3,1,2,2,1,0
инструктор_NOUN,3,2,1,0,3,0,0,0,0,0,0,0,0
австралия_PROPN,3,1,2,0,3,0,0,1,1,0,0,0,1
посуда_NOUN,3,2,0,1,1,1,1,1,1,0,0,1,0
плод_NOUN,3,2,1,0,2,1,0,0,0,0,0,0,0
попугай_NOUN,3,3,0,0,3,0,0,0,0,0,0,0,0
подкрасться_VERB,3,3,0,0,0,3,0,0,0,0,0,0,0
заселить_VERB,3,2,1,0,2,1,0,2,2,0,0,2,0
пленер_NOUN,3,2,1,0,3,0,0,0,0,0,0,0,0
аудитория_NOUN,3,3,0,0,3,0,0,3,3,0,1,2,0
плотный_ADJ,3,2,1,0,2,1,0,0,0,0,0,0,0
иной_ADJ,3,1,2,0,1,2,0,0,0,0,0,0,0
крестик_NOUN,3,3,0,0,1,0,2,0,0,0,0,0,0
#NAME?,3,3,0,0,3,0,0,0,0,0,0,0,0
метро_NOUN,3,3,0,0,3,0,0,2,1,1,0,2,0
сдерживать_VERB,3,3,0,0,1,2,0,2,0,2,1,1,0
силуэт_NOUN,3,3,0,0,0,3,0,1,0,1,1,0,0
спартак_PROPN,3,2,1,0,3,0,0,0,0,0,0,0,0
1с_PROPN,3,2,1,0,0,0,3,0,0,0,0,0,0
сильнее_ADV,3,2,1,0,1,2,0,0,0,0,0,0,0
ресторан_NOUN,3,2,1,0,2,1,0,14,9,5,0,5,9
кассир_NOUN,3,2,1,0,1,0,2,0,0,0,0,0,0
люблю_PROPN,3,3,0,0,3,0,0,1,1,0,0,1,0
сдесь_VERB,3,2,1,0,2,1,0,0,0,0,0,0,0
помада_NOUN,3,2,1,0,0,3,0,1,1,0,1,0,0
редкий_ADJ,3,2,1,0,3,0,0,1,1,0,0,0,1
цемент_NOUN,3,0,3,0,3,0,0,0,0,0,0,0,0
ленка_NOUN,3,3,0,0,3,0,0,0,0,0,0,0,0
шестьдесят_NUM,3,1,2,0,1,2,0,1,0,1,0,0,1
первокурсница_NOUN,3,3,0,0,3,0,0,0,0,0,0,0,0
карий_ADJ,3,3,0,0,0,3,0,1,0,1,1,0,0
запоминаться_VERB,3,2,1,0,3,0,0,0,0,0,0,0,0
лениться_VERB,3,1,2,0,3,0,0,0,0,0,0,0,0
б_PROPN,3,2,1,0,2,0,1,1,0,1,0,1,0
с._PROPN,3,2,1,0,1,0,2,0,0,0,0,0,0
пот_NOUN,3,1,2,0,1,2,0,2,1,1,2,0,0
луч_NOUN,3,2,1,0,3,0,0,1,1,0,1,0,0
посёлок_NOUN,3,2,1,0,2,1,0,0,0,0,0,0,0
плюс_ADP,3,2,1,0,3,0,0,1,1,0,1,0,0
сложновато_ADJ,3,3,0,0,3,0,0,0,0,0,0,0,0
1992_ADJ,3,1,2,0,0,0,3,0,0,0,0,0,0
мимо_ADP,3,3,0,0,2,1,0,2,1,1,2,0,0
сигарета_NOUN,3,2,1,0,1,2,0,0,0,0,0,0,0
информационный_ADJ,3,3,0,0,1,0,2,0,0,0,0,0,0
шведский_ADJ,3,2,1,0,3,0,0,0,0,0,0,0,0
карта_NOUN,3,3,0,0,3,0,0,4,3,1,0,3,1
рыбка_NOUN,3,2,1,0,3,0,0,2,1,1,0,2,0
помнится_VERB,3,1,2,0,3,0,0,1,0,1,0,1,0
кресло_NOUN,3,2,1,0,1,1,1,0,0,0,0,0,0
мило_ADV,3,2,1,0,1,2,0,1,0,1,1,0,0
коммуникация_NOUN,3,2,1,0,0,0,3,0,0,0,0,0,0
политика_NOUN,3,0,3,0,2,0,1,1,0,1,0,1,0
затруднение_NOUN,3,3,0,0,1,2,0,0,0,0,0,0,0
катюх_PROPN,3,3,0,0,3,0,0,0,0,0,0,0,0
полно_ADV,3,3,0,0,3,0,0,1,1,0,0,1,0
администратор_NOUN,3,1,2,0,1,0,2,0,0,0,0,0,0
катушка_NOUN,3,1,2,0,2,1,0,0,0,0,0,0,0
совместно_ADV,3,2,1,0,1,0,2,0,0,0,0,0,0
заявить_VERB,3,3,0,0,1,2,0,0,0,0,0,0,0
колесо_NOUN,3,3,0,0,3,0,0,1,1,0,0,1,0
звание_NOUN,3,2,1,0,1,0,2,1,1,0,0,1,0
совмещать_VERB,3,1,2,0,3,0,0,4,3,1,1,3,0
поесть_VERB,3,3,0,0,3,0,0,1,1,0,0,1,0
адреналин_NOUN,3,2,1,0,3,0,0,1,1,0,0,1,0
скайп_NOUN,3,2,1,0,3,0,0,1,0,1,0,1,0
скайпе_NOUN,3,2,1,0,3,0,0,1,0,1,0,1,0
че_INTJ,3,2,1,0,3,0,0,0,0,0,0,0,0
решительно_ADV,3,2,1,0,1,2,0,0,0,0,0,0,0
сборная_NOUN,3,0,3,0,2,0,1,2,1,1,0,2,0
катюш_PROPN,3,3,0,0,3,0,0,1,1,0,0,1,0
состариться_VERB,3,3,0,0,0,3,0,1,0,1,1,0,0
скайпу_NOUN,3,3,0,0,3,0,0,1,0,1,0,1,0
звук_NOUN,3,3,0,0,3,0,0,2,0,2,1,1,0
плавать_VERB,3,2,1,0,3,0,0,1,1,0,1,0,0
магнит_NOUN,3,2,1,0,1,0,2,0,0,0,0,0,0
решительность_NOUN,3,3,0,0,0,3,0,0,0,0,0,0,0
апатия_NOUN,3,3,0,0,2,1,0,0,0,0,0,0,0
медленно_ADV,3,3,0,0,2,1,0,3,1,2,1,0,2
чё_PART,3,2,1,0,3,0,0,0,0,0,0,0,0
крошка_NOUN,3,3,0,0,3,0,0,0,0,0,0,0,0
юльки_PROPN,3,2,1,0,3,0,0,0,0,0,0,0,0
пожарный_ADJ,3,3,0,0,3,0,0,0,0,0,0,0,0
2-х_ADJ,3,3,0,0,1,2,0,0,0,0,0,0,0
юность_NOUN,3,3,0,0,0,3,0,2,1,1,1,1,0
подниматься_VERB,3,3,0,0,2,0,1,0,0,0,0,0,0
затянуть_VERB,3,1,2,0,2,1,0,0,0,0,0,0,0
комиссия_NOUN,3,1,2,0,2,0,1,0,0,0,0,0,0
категорически_ADV,3,1,2,0,2,0,1,0,0,0,0,0,0
индивидуальный_ADJ,3,3,0,0,0,0,3,1,1,0,1,0,0
сдашь_VERB,3,3,0,0,3,0,0,0,0,0,0,0,0
сочетаться_VERB,3,2,1,0,0,1,2,0,0,0,0,0,0
символизировать_VERB,3,3,0,0,0,3,0,3,2,1,3,0,0
постоять_VERB,3,2,1,0,1,2,0,0,0,0,0,0,0
полка_NOUN,3,1,2,0,3,0,0,0,0,0,0,0,0
